,N,P,K,Ca,Mg,S,B,Cu,Fe,Mn,Zn,Mo,Ni,Al,Se,Si,Na,Va,DRIS_N,DRIS_P,DRIS_K,DRIS_Ca,DRIS_Mg,DRIS_S,DRIS_B,DRIS_Cu,DRIS_Fe,DRIS_Mn,DRIS_Zn,IMS,IBN
95%,0.07806065300391118,0.07130687570724717,0.09919480475082759,0.055397984260596306,0.019350905813569852,0.12057952000758959,0.05523328635684231,0.12164585238839476,0.15773503243871564,0.10671220585688694,0.17262200685213894,0.2402808884834193,0.214517332476868,0.16070485431970383,0.7807140383436962,0.1532691927853301,0.33029818291680746,0.25547040029762963,0.588782606877531,0.5669983004808692,4.226032939005881,3.0508706037146185,0.4383071494584001,7.081802512280828,1.1882990107767029,0.19831125691924634,0.5807104961061076,0.6559220517758609,0.7243867631354132,0.8220478831818099,0.2049801473456951
99%,0.13872577023192617,0.08989651773869096,0.12695299990558565,0.06947491844199874,0.028657579863560188,0.28359474189824163,0.07995945701250712,0.15825101972313393,0.2064752130851699,0.14658304521228874,0.25154563791856327,0.43272077372564355,0.2947349429923753,0.2244818975255036,1.2134276495911267,0.2145486323090179,0.4438924982335221,0.33530991805437654,0.8714794161434508,1.6707307868524233,17.548957728864735,10.973408711034685,0.7357130420112771,29.68688510497872,2.2998338773820493,0.26653738985146436,0.8647943962528021,1.018586522381786,1.1487998082457642,1.17243713359597,0.27473644838154937
max,0.339850657738253,0.1278798182926119,0.1645107565771985,0.1059851907641289,0.0484178273814607,0.5859137407087112,0.1004434880032093,0.2200924860206223,0.2720589919548629,0.2140272845404991,0.3653089379243595,1.1198569752233705,0.4430014146722947,0.361647445434773,1.739848239630189,0.2761178121079968,0.6508313889001,0.5619803066335851,2.252104915412537,285.3514308429909,7016.813349712929,927.386179083918,0.9292558926107488,14475.332175823029,3.666025876566983,0.3892656394696481,1.602813715719202,2.2012846336947702,1.8322567479383651,1.940131681643408,0.3705889168869636
range,0.33984471978950503,0.12787870062938136,0.16450620305175465,0.10598420624647638,0.04841628847625927,0.585911377249952,0.10044181606694262,0.22008785800226602,0.27205039934229247,0.21402231818828957,0.36530090641163987,1.1198522245365419,0.4429897123211288,0.3616456731706016,1.7397447051503556,0.27610042396510404,0.6508000963625191,0.5619769783767233,2.252098865825733,285.3514175913842,7016.813257558233,927.3860588403882,0.9292508162071489,14475.331902221744,3.665952181605925,0.3892540385294754,1.6027958253306755,2.2012739645864157,1.832237959646858,1.9401020112322735,0.3705804944252414
coef_of_variation,1.2602806615338038,0.8416812145413224,0.812549380065595,0.7566078729477803,0.8945496896149232,1.3669654787250698,0.9434892556915371,0.8586431312041964,0.8292908741426191,0.8834094134146424,0.9149631069374132,1.1047544829267395,0.8755056943665918,0.7262289569319681,0.9533231900369706,0.8674359499621644,0.7866026930069067,0.9080006349182763,0.8601933346618323,12.432671454760609,30.14187977112525,10.601854811212338,1.036754423085482,31.254030320237035,1.3796547059152577,0.8718321633329774,0.8733101041295224,0.953893190457434,0.9265592354321663,1.0055282677171393,0.8594770036871733
iqr,0.01941875787917125,0.029105673542168444,0.047304010249376305,0.024235241584670504,0.00749325551562135,0.03425256053298415,0.01783388289830935,0.05511272849500501,0.0660064736558108,0.041813555458844145,0.07205692984393619,0.086267375874981,0.0841849980248843,0.07277485379524376,0.25830773758983305,0.05910414273826881,0.1523068669658523,0.10126838308577704,0.24443750177803783,0.16738016693560376,0.727407716656147,0.4166349049281468,0.14203236096254876,1.1259081884446562,0.28543076336797224,0.0805288096347942,0.23967324243252786,0.2395844612292389,0.2829698975578617,0.2949472276876229,0.08157561025868901
skewness,3.1885096582800694,1.120045281156273,0.8830619796474728,0.9095712269864314,1.5743295272752142,4.2732246165215475,1.7569017358926513,1.06184126639974,1.1211616872269157,1.4005311663254891,1.4605021097584676,3.177707582786841,1.3576207384939663,0.960027491887724,1.9668123280436345,1.3563241947111235,0.9760692112516143,1.3426957475783183,1.5841586147442526,78.36877078982602,83.94449233469459,65.75592853895458,2.2291333353158413,65.03957289919038,3.1756658221965797,1.2592305143418607,1.5129441914327493,2.105985363213079,1.8156254869387984,1.6549041765995272,1.2743888740711518
kurtosis,14.014579304792356,0.8853757837099367,0.21270817492156757,0.5291886608672081,3.205105979792716,25.926929277066407,3.4077711333884233,0.5798816426905558,0.9063269951368707,2.105214698312335,2.532506895140223,17.23098848440294,1.929286341141224,1.1338418743600158,4.97058437661559,1.7727933396376576,0.7856180907328971,1.7879997057270973,4.46614071193342,6688.804114517415,7539.656436795308,5310.367209347868,6.035631893180164,4667.335707969897,12.593389713412016,1.4791780575890883,3.159490667620478,7.493121767572654,4.7670542985185165,2.9934988796561672,1.4731712463357756
confidence_interval_low,0.021285085652992537,0.025415980860682766,0.03797900191865906,0.02216431417061781,0.006823637220094803,0.037182635120846436,0.01772982669702098,0.04457985819748858,0.05767821711263669,0.03708342711100254,0.06024582021928268,0.08018409352566794,0.07623245932818165,0.06914663421373056,0.2580510822843781,0.05423885238434873,0.1308289098098199,0.08746390890100672,0.2211126388883047,0.193862419605902,0.9956418166244951,0.8180424255184523,0.13801865817295553,2.156280892304497,0.30795944790338453,0.06978957848067639,0.2151251665600429,0.22572320465625653,0.2554378032116164,0.25437705736793736,0.07322754416778691
confidence_interval_high,0.022394827511972547,0.0262933646465192,0.03924393931243867,0.022850913277363737,0.007074263497447718,0.03928998400155735,0.018417344912275993,0.04615035685511405,0.05963951460442491,0.038428199480803574,0.06251004088082611,0.0838369987236692,0.07897173254441667,0.07120135438112783,0.26816399773852584,0.05616954190822062,0.1350449426643515,0.09072558763564456,0.2289165019290296,0.32354037578442274,4.079446553368621,1.2627617381743532,0.1439110229695522,9.501047011566481,0.3255798950723227,0.07228662808000215,0.2228355607631549,0.2345745967269595,0.2651619173785174,0.26490319441237986,0.07580981831055204
