latitude,longitude,B01.tiff,B02.tiff,B03.tiff,B04.tiff,B05.tiff,B06.tiff,B07.tiff,B08.tiff,B09.tiff,B10.tiff,B11.tiff,B12.tiff,B8A.tiff
-23.19593831387328,-54.43251699436396,0.1233,0.1013,0.1061,0.1026,0.136,0.2869,0.3566,0.327,0.0483,0.0016,0.3264,0.1885,0.382
-23.19593831387328,-54.432427122945015,0.1231,0.1017,0.1065,0.1033,0.1345,0.2869,0.3575,0.3163,0.0485,0.0016,0.3238,0.1864,0.3823
-23.19593831387328,-54.43233725152608,0.1228,0.098,0.1027,0.0917,0.1317,0.2905,0.3638,0.3319,0.0487,0.0016,0.3193,0.18,0.3929
-23.19593831387328,-54.432247380107135,0.1225,0.0959,0.1001,0.0823,0.1291,0.2954,0.371,0.3561,0.049,0.0016,0.3157,0.1748,0.4031
-23.19593831387328,-54.4321575086882,0.1222,0.0954,0.0998,0.0813,0.1273,0.3021,0.3791,0.36,0.0493,0.0016,0.3143,0.1732,0.4097
-23.19593831387328,-54.432067637269256,0.1219,0.096,0.1005,0.0849,0.1262,0.3069,0.3844,0.353,0.0495,0.0016,0.3142,0.1725,0.4136
-23.19593831387328,-54.43197776585031,0.1217,0.097,0.1011,0.0861,0.1266,0.3055,0.3821,0.3518,0.0498,0.0016,0.316,0.1718,0.4124
-23.19593831387328,-54.43188789443138,0.1215,0.0972,0.1013,0.0837,0.1274,0.3027,0.3784,0.3554,0.05,0.0016,0.3181,0.1713,0.4103
-23.19593831387328,-54.43179802301243,0.1215,0.0972,0.1013,0.0829,0.1271,0.3044,0.3815,0.3589,0.0501,0.0016,0.3179,0.1704,0.414
-23.19593831387328,-54.4317081515935,0.1215,0.0968,0.1009,0.0842,0.1262,0.3081,0.3876,0.36,0.0502,0.0016,0.3165,0.1694,0.4202
-23.19593831387328,-54.43161828017456,0.1216,0.096,0.1009,0.0806,0.1255,0.3108,0.3918,0.3639,0.0503,0.0016,0.3153,0.1684,0.4253
-23.19593831387328,-54.43152840875561,0.1218,0.0953,0.0994,0.0752,0.1248,0.313,0.3948,0.3836,0.0503,0.0016,0.314,0.1673,0.4298
-23.19593831387328,-54.43143853733668,0.122,0.0966,0.1008,0.0786,0.1253,0.3122,0.3945,0.3781,0.0502,0.0016,0.3142,0.1677,0.4298
-23.19593831387328,-54.43134866591773,0.1223,0.098,0.1015,0.083,0.1273,0.3083,0.3905,0.3639,0.05,0.0016,0.3161,0.1698,0.4251
-23.19593831387328,-54.43125879449879,0.1225,0.0974,0.1008,0.0848,0.1284,0.3059,0.3873,0.3536,0.0496,0.0016,0.3169,0.1707,0.4207
-23.19593831387328,-54.43116892307985,0.1229,0.097,0.1017,0.0882,0.1277,0.307,0.3867,0.3522,0.0489,0.0016,0.3161,0.1683,0.4185
-23.19593831387328,-54.43107905166091,0.1234,0.0978,0.1029,0.0888,0.1289,0.3052,0.382,0.3482,0.0481,0.0016,0.3146,0.169,0.4127
-23.19593831387328,-54.43098918024197,0.124,0.0962,0.1007,0.0813,0.1344,0.2979,0.3703,0.3501,0.0471,0.0016,0.3117,0.1763,0.4017
-23.19593831387328,-54.43089930882303,0.1245,0.0984,0.1024,0.0985,0.1404,0.2863,0.3531,0.3261,0.0461,0.0016,0.3094,0.186,0.3846
-23.19593831387328,-54.430809437404086,0.1249,0.1052,0.1098,0.1323,0.1451,0.2673,0.3255,0.2794,0.0452,0.0015,0.3103,0.1974,0.3537
-23.196020764682263,-54.438897865108736,0.1296,0.1024,0.1033,0.1217,0.1561,0.2382,0.2846,0.2613,0.0399,0.0014,0.3203,0.2155,0.3062
-23.196020764682263,-54.4388079936898,0.1287,0.102,0.1051,0.1178,0.1457,0.2462,0.2978,0.2671,0.0404,0.0014,0.3182,0.2075,0.3237
-23.196020764682263,-54.438718122270856,0.1279,0.1023,0.1054,0.1104,0.1383,0.2569,0.3136,0.2911,0.0412,0.0014,0.321,0.2049,0.3438
-23.196020764682263,-54.43862825085191,0.127,0.1009,0.1042,0.1018,0.1361,0.2674,0.3274,0.3117,0.0419,0.0014,0.3236,0.1997,0.3591
-23.196020764682263,-54.43853837943298,0.1263,0.1009,0.1044,0.0999,0.137,0.2769,0.3392,0.3207,0.0427,0.0014,0.3268,0.1951,0.3709
-23.196020764682263,-54.438448508014034,0.1256,0.1015,0.106,0.1022,0.1367,0.2792,0.3424,0.3146,0.0434,0.0014,0.3275,0.193,0.3741
-23.196020764682263,-54.43835863659509,0.1251,0.1005,0.1054,0.0999,0.1361,0.2764,0.3391,0.311,0.0441,0.0014,0.3265,0.1929,0.3705
-23.196020764682263,-54.43826876517616,0.1247,0.1001,0.1034,0.0966,0.1361,0.2763,0.3396,0.3188,0.0445,0.0014,0.3269,0.1931,0.3698
-23.196020764682263,-54.43817889375721,0.1244,0.101,0.104,0.0941,0.1368,0.2789,0.3437,0.3266,0.0449,0.0014,0.3286,0.1937,0.372
-23.196020764682263,-54.43808902233828,0.1243,0.1017,0.1044,0.0946,0.1371,0.2795,0.3452,0.326,0.0451,0.0014,0.3293,0.194,0.3724
-23.196020764682263,-54.43799915091933,0.1243,0.1011,0.1057,0.1018,0.1369,0.2771,0.3431,0.3198,0.0453,0.0014,0.3285,0.1939,0.3701
-23.196020764682263,-54.43790927950039,0.1243,0.1018,0.106,0.1061,0.1369,0.2751,0.3409,0.3101,0.0455,0.0015,0.3275,0.1935,0.3688
-23.196020764682263,-54.43781940808145,0.1243,0.1013,0.1041,0.1059,0.1375,0.2746,0.3387,0.303,0.0457,0.0015,0.3264,0.1928,0.3695
-23.196020764682263,-54.43772953666251,0.1242,0.1001,0.1031,0.1055,0.1377,0.2756,0.3389,0.3021,0.0458,0.0015,0.3254,0.1915,0.3723
-23.196020764682263,-54.437639665243566,0.1241,0.1,0.1036,0.102,0.1363,0.2786,0.3445,0.3134,0.046,0.0015,0.325,0.1889,0.3775
-23.196020764682263,-54.43754979382463,0.124,0.1002,0.1041,0.0946,0.1345,0.2831,0.3524,0.3324,0.0461,0.0015,0.3251,0.186,0.3843
-23.196020764682263,-54.43745992240569,0.1239,0.0997,0.1047,0.0907,0.133,0.2893,0.3596,0.3424,0.0462,0.0015,0.3257,0.1842,0.3928
-23.196020764682263,-54.43737005098675,0.1238,0.0989,0.1029,0.0895,0.1318,0.2961,0.3665,0.3451,0.0462,0.0014,0.3265,0.1828,0.4019
-23.196020764682263,-54.43728017956781,0.1237,0.0986,0.1017,0.0879,0.1314,0.2999,0.3732,0.3488,0.0463,0.0014,0.3268,0.1814,0.4074
-23.196020764682263,-54.437190308148864,0.1236,0.1001,0.1044,0.0904,0.1316,0.3015,0.3796,0.3468,0.0464,0.0014,0.3266,0.18,0.4101
-23.196020764682263,-54.43710043672993,0.1235,0.1005,0.1044,0.091,0.1311,0.3023,0.382,0.3472,0.0465,0.0014,0.3256,0.1782,0.412
-23.196020764682263,-54.437010565310985,0.1235,0.0999,0.1035,0.0869,0.1299,0.3023,0.3802,0.3509,0.0467,0.0015,0.3237,0.1758,0.4131
-23.196020764682263,-54.43692069389204,0.1234,0.0973,0.1024,0.0845,0.1287,0.3022,0.3791,0.3568,0.0468,0.0015,0.3218,0.1742,0.4134
-23.196020764682263,-54.43683082247311,0.1234,0.0979,0.1015,0.0845,0.1272,0.3025,0.38,0.3582,0.0469,0.0015,0.3196,0.1737,0.4129
-23.196020764682263,-54.43674095105416,0.1233,0.0979,0.1017,0.0861,0.1265,0.3017,0.3796,0.3512,0.047,0.0015,0.3183,0.1739,0.4114
-23.196020764682263,-54.436651079635226,0.1233,0.0977,0.1024,0.0881,0.1273,0.2989,0.3765,0.3433,0.0472,0.0015,0.3185,0.1746,0.4087
-23.196020764682263,-54.43656120821628,0.1232,0.0982,0.1029,0.0909,0.1285,0.2959,0.3728,0.3379,0.0473,0.0015,0.3193,0.1757,0.4054
-23.196020764682263,-54.43647133679734,0.1231,0.0982,0.1026,0.0929,0.1294,0.2941,0.3698,0.3349,0.0474,0.0016,0.3201,0.1774,0.401
-23.196020764682263,-54.4363814653784,0.1231,0.0975,0.1019,0.0922,0.1303,0.2931,0.3673,0.335,0.0476,0.0016,0.3209,0.179,0.3971
-23.196020764682263,-54.43629159395946,0.123,0.098,0.1021,0.0907,0.1314,0.2927,0.3659,0.3376,0.0477,0.0016,0.3212,0.1792,0.3966
-23.196020764682263,-54.43620172254053,0.1229,0.0991,0.1027,0.0891,0.1324,0.2932,0.3657,0.3447,0.0479,0.0016,0.3211,0.1784,0.3985
-23.196020764682263,-54.43611185112158,0.1229,0.1001,0.1026,0.0882,0.1314,0.2969,0.3707,0.3479,0.048,0.0016,0.3205,0.1766,0.4032
-23.196020764682263,-54.43602197970264,0.1228,0.0988,0.1023,0.0861,0.1288,0.3037,0.3805,0.3524,0.0481,0.0016,0.3196,0.1738,0.4106
-23.196020764682263,-54.4359321082837,0.1227,0.0972,0.1008,0.0842,0.1271,0.309,0.3884,0.3605,0.0482,0.0016,0.3189,0.1715,0.4179
-23.196020764682263,-54.43584223686476,0.1226,0.0967,0.1011,0.0835,0.1263,0.3128,0.3943,0.3634,0.0483,0.0016,0.3184,0.1695,0.4252
-23.196020764682263,-54.435752365445815,0.1226,0.0973,0.1004,0.084,0.1258,0.3157,0.3993,0.3659,0.0484,0.0016,0.3178,0.168,0.4311
-23.196020764682263,-54.43566249402688,0.1225,0.0974,0.1011,0.0834,0.1254,0.3173,0.4035,0.3709,0.0485,0.0016,0.317,0.1671,0.435
-23.196020764682263,-54.435572622607936,0.1224,0.0968,0.1004,0.08,0.1252,0.3188,0.4066,0.3768,0.0486,0.0016,0.3163,0.1662,0.4377
-23.196020764682263,-54.435482751189,0.1223,0.0964,0.1,0.0785,0.125,0.3211,0.4086,0.3769,0.0486,0.0016,0.3156,0.1647,0.4392
-23.196020764682263,-54.435392879770056,0.1223,0.0963,0.1002,0.0793,0.125,0.3225,0.409,0.3764,0.0487,0.0015,0.315,0.1636,0.4389
-23.196020764682263,-54.43530300835111,0.1222,0.0967,0.0998,0.0803,0.1254,0.3208,0.407,0.3781,0.0488,0.0015,0.3148,0.1639,0.4356
-23.196020764682263,-54.43521313693218,0.1221,0.0971,0.1001,0.0827,0.1258,0.3177,0.4031,0.3718,0.0488,0.0015,0.3147,0.165,0.4308
-23.196020764682263,-54.43512326551323,0.122,0.0962,0.1011,0.0831,0.1257,0.315,0.3978,0.3633,0.0489,0.0015,0.3143,0.1661,0.4272
-23.196020764682263,-54.43503339409429,0.1219,0.0966,0.101,0.083,0.1252,0.3127,0.3917,0.3661,0.0489,0.0015,0.3137,0.1673,0.4244
-23.196020764682263,-54.43494352267536,0.1218,0.0965,0.1007,0.0833,0.1253,0.3119,0.3895,0.3641,0.049,0.0015,0.3135,0.1669,0.4237
-23.196020764682263,-54.43485365125641,0.1217,0.0963,0.1007,0.0814,0.1257,0.3125,0.391,0.3656,0.049,0.0014,0.3137,0.1653,0.4249
-23.196020764682263,-54.43476377983748,0.1217,0.0957,0.1007,0.0802,0.1256,0.3142,0.3945,0.3696,0.049,0.0014,0.3128,0.1638,0.4278
-23.196020764682263,-54.43467390841853,0.1217,0.0953,0.1013,0.0801,0.1245,0.3174,0.4009,0.3628,0.049,0.0014,0.3106,0.1621,0.4336
-23.196020764682263,-54.43458403699959,0.1217,0.0966,0.1015,0.0833,0.1243,0.3182,0.4029,0.3593,0.049,0.0014,0.3092,0.1619,0.4345
-23.196020764682263,-54.43449416558065,0.1218,0.0964,0.1004,0.0824,0.1256,0.3147,0.3965,0.3608,0.049,0.0014,0.309,0.1642,0.4262
-23.196020764682263,-54.43440429416171,0.1218,0.0956,0.1005,0.0824,0.1275,0.3101,0.3886,0.359,0.0489,0.0015,0.3103,0.167,0.4176
-23.196020764682263,-54.43431442274277,0.1219,0.0971,0.1027,0.0884,0.1301,0.3051,0.3819,0.3495,0.0489,0.0015,0.3144,0.17,0.4126
-23.196020764682263,-54.43422455132383,0.122,0.0989,0.1037,0.0906,0.132,0.3016,0.3777,0.3496,0.0489,0.0015,0.3187,0.1725,0.4104
-23.196020764682263,-54.434134679904886,0.1221,0.0979,0.1017,0.0836,0.1304,0.3041,0.3817,0.3651,0.0488,0.0015,0.3195,0.1727,0.4143
-23.196020764682263,-54.43404480848595,0.1223,0.0969,0.1011,0.0806,0.1275,0.309,0.3888,0.3701,0.0488,0.0015,0.319,0.1719,0.4208
-23.196020764682263,-54.43395493706701,0.1224,0.0973,0.1021,0.0845,0.1287,0.308,0.3874,0.3684,0.0487,0.0014,0.3201,0.173,0.4204
-23.196020764682263,-54.433865065648064,0.1226,0.1001,0.1039,0.0904,0.1323,0.3034,0.3808,0.3526,0.0487,0.0014,0.3222,0.1753,0.4156
-23.196020764682263,-54.43377519422913,0.1228,0.1008,0.1043,0.0937,0.1336,0.3011,0.3772,0.3398,0.0486,0.0014,0.3237,0.1776,0.4119
-23.196020764682263,-54.43368532281018,0.123,0.0989,0.1034,0.0926,0.1329,0.3006,0.3761,0.3447,0.0485,0.0014,0.3248,0.1802,0.409
-23.196020764682263,-54.43359545139125,0.1232,0.0994,0.1034,0.0903,0.1323,0.2998,0.3751,0.3518,0.0485,0.0014,0.3257,0.1817,0.4067
-23.196020764682263,-54.43350557997231,0.1234,0.1002,0.1033,0.0931,0.1322,0.2985,0.3743,0.3482,0.0484,0.0015,0.3263,0.1817,0.4051
-23.196020764682263,-54.43341570855336,0.1236,0.0988,0.1035,0.0931,0.1322,0.2976,0.3732,0.3473,0.0483,0.0015,0.327,0.1817,0.4042
-23.196020764682263,-54.433325837134426,0.1239,0.0988,0.104,0.0924,0.1323,0.2981,0.372,0.3471,0.0482,0.0015,0.3277,0.1821,0.4046
-23.196020764682263,-54.43323596571548,0.1241,0.0995,0.1044,0.0928,0.1328,0.298,0.3701,0.3446,0.0481,0.0015,0.3284,0.1831,0.4043
-23.196020764682263,-54.43314609429654,0.1242,0.101,0.1048,0.095,0.134,0.2962,0.3666,0.3377,0.048,0.0015,0.3292,0.1853,0.4015
-23.196020764682263,-54.4330562228776,0.1243,0.1028,0.106,0.0991,0.1352,0.2938,0.3631,0.3292,0.0479,0.0015,0.3299,0.1876,0.3978
-23.196020764682263,-54.43296635145866,0.1243,0.1025,0.107,0.1016,0.1353,0.2923,0.3625,0.3272,0.0479,0.0016,0.3302,0.1884,0.3947
-23.196020764682263,-54.43287648003973,0.1242,0.1019,0.1057,0.1007,0.135,0.2909,0.3628,0.3293,0.048,0.0016,0.3302,0.1884,0.3914
-23.196020764682263,-54.43278660862078,0.1241,0.1021,0.1052,0.0979,0.1362,0.2879,0.359,0.331,0.048,0.0016,0.3298,0.1893,0.3871
-23.196020764682263,-54.43269673720184,0.1239,0.1006,0.1058,0.0976,0.1384,0.2836,0.3523,0.3267,0.0481,0.0016,0.3292,0.1905,0.3822
-23.196020764682263,-54.4326068657829,0.1237,0.1022,0.1076,0.1029,0.139,0.2814,0.3491,0.3197,0.0482,0.0016,0.3282,0.1909,0.3791
-23.196020764682263,-54.43251699436396,0.1235,0.1039,0.1069,0.1102,0.138,0.2812,0.3494,0.3084,0.0483,0.0016,0.327,0.1905,0.378
-23.196020764682263,-54.432427122945015,0.1232,0.1022,0.1056,0.1056,0.1361,0.2833,0.3528,0.3114,0.0484,0.0016,0.3248,0.1878,0.381
-23.196020764682263,-54.43233725152608,0.123,0.101,0.1041,0.0944,0.1331,0.2883,0.3604,0.3268,0.0486,0.0016,0.3213,0.1817,0.3898
-23.196020764682263,-54.432247380107135,0.1226,0.0982,0.1017,0.086,0.1305,0.293,0.367,0.3431,0.0489,0.0016,0.3184,0.177,0.3975
-23.196020764682263,-54.4321575086882,0.1223,0.0961,0.1005,0.0849,0.129,0.2962,0.3704,0.3451,0.0492,0.0016,0.3168,0.1762,0.4014
-23.196020764682263,-54.432067637269256,0.122,0.0969,0.1014,0.0874,0.1282,0.2982,0.3722,0.3438,0.0495,0.0016,0.3161,0.1764,0.4039
-23.196020764682263,-54.43197776585031,0.1218,0.0977,0.102,0.0876,0.1286,0.2984,0.3718,0.3496,0.0497,0.0016,0.3171,0.1756,0.4057
-23.196020764682263,-54.43188789443138,0.1216,0.0967,0.1015,0.0855,0.1294,0.2986,0.3716,0.3539,0.0499,0.0016,0.3184,0.1749,0.4071
-23.196020764682263,-54.43179802301243,0.1216,0.0973,0.102,0.0855,0.1293,0.3019,0.3762,0.3522,0.05,0.0016,0.3184,0.1746,0.4087
-23.196020764682263,-54.4317081515935,0.1216,0.098,0.1024,0.0882,0.1287,0.3067,0.3833,0.3507,0.0501,0.0016,0.3175,0.1745,0.4105
-23.196020764682263,-54.43161828017456,0.1217,0.0967,0.1033,0.0867,0.1278,0.31,0.3883,0.3527,0.0501,0.0016,0.3159,0.1729,0.4148
-23.196020764682263,-54.43152840875561,0.1219,0.0958,0.1006,0.0775,0.1267,0.3122,0.3919,0.3749,0.0501,0.0016,0.3137,0.1701,0.4209
-23.196020764682263,-54.43143853733668,0.1221,0.0965,0.1004,0.0759,0.1267,0.3119,0.3924,0.3845,0.05,0.0016,0.3134,0.1692,0.4232
-23.196020764682263,-54.43134866591773,0.1223,0.0976,0.1008,0.082,0.1281,0.3089,0.3895,0.3654,0.0498,0.0016,0.3153,0.1707,0.4212
-23.196020764682263,-54.43125879449879,0.1226,0.0963,0.1002,0.0841,0.129,0.3068,0.3867,0.3562,0.0494,0.0016,0.3163,0.171,0.4186
-23.196020764682263,-54.43116892307985,0.123,0.096,0.1019,0.0872,0.1287,0.3078,0.3859,0.3556,0.0488,0.0016,0.3158,0.168,0.4173
-23.196020764682263,-54.43107905166091,0.1235,0.0976,0.104,0.0882,0.1295,0.3055,0.3808,0.347,0.0479,0.0016,0.3145,0.1687,0.4109
-23.196020764682263,-54.43098918024197,0.124,0.0973,0.1005,0.0851,0.1329,0.2973,0.3681,0.3447,0.047,0.0016,0.3117,0.1783,0.396
-23.196020764682263,-54.43089930882303,0.1245,0.0988,0.1027,0.102,0.1375,0.2845,0.3498,0.32,0.046,0.0016,0.3094,0.1896,0.3752
-23.196020764682263,-54.430809437404086,0.125,0.1043,0.1104,0.1319,0.1439,0.2634,0.3215,0.2718,0.0451,0.0016,0.3102,0.1985,0.3453
-23.19610321549125,-54.438897865108736,0.1298,0.1042,0.1072,0.1257,0.1557,0.2397,0.2871,0.2689,0.0398,0.0014,0.3242,0.2224,0.3125
-23.19610321549125,-54.4388079936898,0.1288,0.1036,0.1064,0.121,0.1465,0.2485,0.2999,0.2724,0.0404,0.0014,0.3216,0.212,0.3265
-23.19610321549125,-54.438718122270856,0.128,0.1035,0.1053,0.1124,0.1404,0.2592,0.3144,0.2899,0.0412,0.0014,0.3237,0.2058,0.3417
-23.19610321549125,-54.43862825085191,0.1271,0.102,0.1045,0.1018,0.1376,0.2682,0.3277,0.306,0.0419,0.0014,0.3246,0.1998,0.3563
-23.19610321549125,-54.43853837943298,0.1264,0.1004,0.1026,0.0989,0.1372,0.2754,0.3389,0.3148,0.0427,0.0014,0.3254,0.1953,0.3689
-23.19610321549125,-54.438448508014034,0.1257,0.0991,0.1013,0.0972,0.1369,0.2756,0.3397,0.3173,0.0435,0.0014,0.3248,0.1936,0.3696
-23.19610321549125,-54.43835863659509,0.1251,0.1,0.1032,0.0977,0.1369,0.2704,0.3324,0.3163,0.0441,0.0014,0.3233,0.1944,0.3612
-23.19610321549125,-54.43826876517616,0.1247,0.1006,0.1048,0.1006,0.1377,0.2682,0.3285,0.311,0.0446,0.0014,0.3241,0.1957,0.3578
-23.19610321549125,-54.43817889375721,0.1244,0.1001,0.1048,0.1037,0.1392,0.269,0.3276,0.3054,0.045,0.0014,0.3275,0.1977,0.3596
-23.19610321549125,-54.43808902233828,0.1243,0.1023,0.1066,0.1084,0.14,0.2701,0.3285,0.3031,0.0452,0.0014,0.3299,0.1986,0.3611
-23.19610321549125,-54.43799915091933,0.1242,0.1026,0.1077,0.1137,0.1399,0.2711,0.3317,0.2982,0.0454,0.0014,0.3308,0.1979,0.3612
-23.19610321549125,-54.43790927950039,0.1242,0.1024,0.1055,0.109,0.139,0.2732,0.3365,0.2992,0.0456,0.0014,0.3308,0.1959,0.3641
-23.19610321549125,-54.43781940808145,0.1242,0.1008,0.1035,0.1021,0.1369,0.2769,0.3426,0.3084,0.0457,0.0015,0.3294,0.1921,0.3724
-23.19610321549125,-54.43772953666251,0.1241,0.0999,0.1037,0.0986,0.1347,0.2814,0.3497,0.3209,0.0459,0.0015,0.3278,0.1881,0.3818
-23.19610321549125,-54.437639665243566,0.124,0.1002,0.1043,0.094,0.1336,0.2869,0.3572,0.335,0.046,0.0015,0.3271,0.1854,0.3891
-23.19610321549125,-54.43754979382463,0.1239,0.0997,0.1039,0.0889,0.1329,0.2923,0.3641,0.347,0.0462,0.0014,0.3268,0.1834,0.3956
-23.19610321549125,-54.43745992240569,0.1238,0.0991,0.1038,0.0903,0.1324,0.296,0.368,0.3472,0.0463,0.0014,0.3265,0.1818,0.402
-23.19610321549125,-54.43737005098675,0.1238,0.0983,0.1045,0.0931,0.132,0.2984,0.3701,0.3391,0.0463,0.0014,0.3261,0.1806,0.4075
-23.19610321549125,-54.43728017956781,0.1237,0.0992,0.102,0.0917,0.1317,0.3,0.373,0.3417,0.0464,0.0014,0.3259,0.1799,0.4097
-23.19610321549125,-54.437190308148864,0.1236,0.1004,0.1045,0.0916,0.1314,0.3008,0.3764,0.3458,0.0465,0.0014,0.3257,0.1794,0.4091
-23.19610321549125,-54.43710043672993,0.1235,0.1001,0.1049,0.0901,0.1311,0.3005,0.3769,0.3513,0.0466,0.0015,0.3247,0.1786,0.4083
-23.19610321549125,-54.437010565310985,0.1235,0.0988,0.1022,0.087,0.1308,0.2986,0.3743,0.35,0.0467,0.0015,0.323,0.1773,0.4073
-23.19610321549125,-54.43692069389204,0.1234,0.0978,0.1021,0.0875,0.1306,0.2972,0.3716,0.3506,0.0469,0.0015,0.3213,0.1766,0.4056
-23.19610321549125,-54.43683082247311,0.1234,0.0987,0.103,0.0908,0.1306,0.2968,0.3689,0.3415,0.047,0.0015,0.3198,0.1772,0.4026
-23.19610321549125,-54.43674095105416,0.1233,0.0989,0.1021,0.0934,0.1305,0.2964,0.3674,0.3298,0.0471,0.0015,0.3189,0.1778,0.4001
-23.19610321549125,-54.436651079635226,0.1233,0.0991,0.1019,0.0943,0.1301,0.2952,0.3686,0.3271,0.0472,0.0015,0.3195,0.1777,0.3989
-23.19610321549125,-54.43656120821628,0.1232,0.0998,0.1033,0.0948,0.1297,0.2945,0.3703,0.3317,0.0473,0.0015,0.3205,0.1776,0.3986
-23.19610321549125,-54.43647133679734,0.1232,0.099,0.1035,0.0928,0.1294,0.2953,0.371,0.3392,0.0474,0.0016,0.3209,0.1781,0.3997
-23.19610321549125,-54.4363814653784,0.1231,0.0974,0.1025,0.0887,0.1293,0.2964,0.3706,0.3438,0.0476,0.0016,0.3211,0.1787,0.4014
-23.19610321549125,-54.43629159395946,0.1231,0.0986,0.103,0.0915,0.1304,0.2945,0.3668,0.3344,0.0477,0.0016,0.3217,0.179,0.4017
-23.19610321549125,-54.43620172254053,0.123,0.0999,0.1032,0.0948,0.132,0.2914,0.3617,0.3265,0.0478,0.0016,0.3225,0.1789,0.4013
-23.19610321549125,-54.43611185112158,0.1229,0.1006,0.1032,0.0926,0.1323,0.2939,0.3652,0.3347,0.0479,0.0016,0.3226,0.1782,0.4041
-23.19610321549125,-54.43602197970264,0.1229,0.099,0.102,0.0902,0.1313,0.3011,0.3762,0.3462,0.048,0.0016,0.3223,0.1767,0.4094
-23.19610321549125,-54.4359321082837,0.1228,0.0986,0.1014,0.0893,0.1303,0.3068,0.3849,0.3546,0.0481,0.0016,0.3217,0.175,0.4153
-23.19610321549125,-54.43584223686476,0.1227,0.0981,0.1031,0.0868,0.1293,0.3106,0.391,0.3594,0.0482,0.0016,0.3208,0.173,0.4219
-23.19610321549125,-54.435752365445815,0.1227,0.098,0.1012,0.0851,0.1281,0.3137,0.3961,0.364,0.0483,0.0016,0.3199,0.1712,0.4282
-23.19610321549125,-54.43566249402688,0.1226,0.097,0.1005,0.0819,0.1266,0.3161,0.4005,0.3725,0.0484,0.0016,0.3192,0.1697,0.4346
-23.19610321549125,-54.435572622607936,0.1225,0.0965,0.0998,0.079,0.1255,0.3181,0.4037,0.3795,0.0484,0.0016,0.3185,0.1683,0.4387
-23.19610321549125,-54.435482751189,0.1224,0.0965,0.1,0.0795,0.1253,0.3202,0.4059,0.3769,0.0485,0.0016,0.3177,0.1668,0.4389
-23.19610321549125,-54.435392879770056,0.1223,0.0965,0.1007,0.0806,0.1257,0.3208,0.4059,0.3723,0.0486,0.0015,0.317,0.1659,0.4362
-23.19610321549125,-54.43530300835111,0.1223,0.0968,0.1003,0.0808,0.1267,0.3175,0.4018,0.3719,0.0486,0.0015,0.3162,0.1664,0.4305
-23.19610321549125,-54.43521313693218,0.1222,0.0972,0.1005,0.0828,0.1278,0.3123,0.3953,0.3662,0.0487,0.0015,0.3154,0.1677,0.4234
-23.19610321549125,-54.43512326551323,0.122,0.0958,0.1014,0.0839,0.1275,0.3087,0.3887,0.3578,0.0488,0.0015,0.3146,0.1686,0.4189
-23.19610321549125,-54.43503339409429,0.1219,0.0971,0.1001,0.0844,0.1264,0.306,0.3823,0.3526,0.0488,0.0015,0.3138,0.1693,0.4165
-23.19610321549125,-54.43494352267536,0.1218,0.097,0.1003,0.0854,0.1257,0.3065,0.3812,0.3521,0.0489,0.0015,0.3133,0.1687,0.4169
-23.19610321549125,-54.43485365125641,0.1218,0.0971,0.1009,0.0847,0.1254,0.3099,0.3852,0.3537,0.0489,0.0015,0.3133,0.1669,0.4203
-23.19610321549125,-54.43476377983748,0.1217,0.0968,0.1009,0.0826,0.1249,0.3132,0.3911,0.3614,0.049,0.0014,0.3126,0.1651,0.4246
-23.19610321549125,-54.43467390841853,0.1217,0.0951,0.1017,0.0808,0.1238,0.3167,0.4004,0.3624,0.049,0.0014,0.3109,0.1629,0.4306
-23.19610321549125,-54.43458403699959,0.1217,0.0968,0.1009,0.0821,0.124,0.3171,0.4027,0.3645,0.049,0.0014,0.31,0.1627,0.4313
-23.19610321549125,-54.43449416558065,0.1217,0.0961,0.0998,0.08,0.1266,0.3123,0.3919,0.3723,0.0489,0.0014,0.3107,0.1656,0.4224
-23.19610321549125,-54.43440429416171,0.1218,0.096,0.1015,0.0833,0.1296,0.3064,0.38,0.3634,0.0489,0.0014,0.3126,0.1692,0.4125
-23.19610321549125,-54.43431442274277,0.1218,0.0997,0.105,0.0951,0.1326,0.3001,0.3731,0.3378,0.0489,0.0014,0.3167,0.1729,0.4048
-23.19610321549125,-54.43422455132383,0.1219,0.1019,0.1059,0.0996,0.1344,0.2961,0.3705,0.331,0.0489,0.0014,0.3205,0.1756,0.4011
-23.19610321549125,-54.434134679904886,0.122,0.0991,0.1033,0.0894,0.1315,0.3009,0.3782,0.352,0.0488,0.0014,0.3201,0.1736,0.4095
-23.19610321549125,-54.43404480848595,0.1222,0.0969,0.1016,0.0826,0.1269,0.3095,0.3903,0.3636,0.0488,0.0014,0.318,0.1698,0.4232
-23.19610321549125,-54.43395493706701,0.1223,0.097,0.1017,0.0838,0.1267,0.3117,0.3928,0.3653,0.0488,0.0014,0.3179,0.1694,0.4269
-23.19610321549125,-54.433865065648064,0.1225,0.0978,0.1016,0.086,0.1294,0.3097,0.3891,0.3628,0.0487,0.0014,0.3192,0.1713,0.4241
-23.19610321549125,-54.43377519422913,0.1227,0.0996,0.1037,0.0896,0.1309,0.3077,0.3861,0.356,0.0487,0.0014,0.3207,0.1736,0.4212
-23.19610321549125,-54.43368532281018,0.1229,0.0993,0.1026,0.0894,0.1314,0.3053,0.3835,0.3521,0.0486,0.0014,0.3224,0.1766,0.4178
