latitude,longitude,B01.tiff,B02.tiff,B03.tiff,B04.tiff,B05.tiff,B06.tiff,B07.tiff,B08.tiff,B09.tiff,B10.tiff,B11.tiff,B12.tiff,B8A.tiff
-23.192722732322785,-54.435392879770056,0.1222,0.0991,0.1022,0.0906,0.1301,0.2851,0.3568,0.3401,0.0466,0.0015,0.3162,0.1764,0.3862
-23.192722732322785,-54.43530300835111,0.1222,0.0987,0.1015,0.0936,0.1292,0.2863,0.3581,0.322,0.0468,0.0015,0.3125,0.1746,0.3926
-23.192722732322785,-54.43521313693218,0.1221,0.0952,0.0975,0.0872,0.1276,0.2916,0.3645,0.3306,0.047,0.0015,0.3104,0.1722,0.3997
-23.192722732322785,-54.43512326551323,0.1219,0.0941,0.0991,0.0769,0.125,0.3017,0.3768,0.3625,0.0472,0.0015,0.3098,0.1692,0.4076
-23.192722732322785,-54.43503339409429,0.1218,0.0957,0.0997,0.0794,0.1235,0.3081,0.3856,0.365,0.0474,0.0015,0.3103,0.1668,0.4146
-23.192722732322785,-54.43494352267536,0.1218,0.0966,0.1005,0.0809,0.1239,0.3074,0.3879,0.3578,0.0475,0.0015,0.3121,0.1654,0.4202
-23.192722732322785,-54.43485365125641,0.1218,0.0979,0.1009,0.0814,0.1246,0.3068,0.389,0.3594,0.0475,0.0015,0.3135,0.1647,0.4242
-23.192722732322785,-54.43476377983748,0.1219,0.0973,0.1009,0.0797,0.1249,0.3102,0.3915,0.3607,0.0475,0.0015,0.3131,0.1644,0.4268
-23.192722732322785,-54.43467390841853,0.122,0.0966,0.1007,0.0788,0.1252,0.3127,0.3928,0.3606,0.0473,0.0014,0.3125,0.1648,0.4273
-23.192722732322785,-54.43458403699959,0.1222,0.0969,0.1004,0.0793,0.1253,0.3103,0.3918,0.3657,0.0472,0.0014,0.3123,0.1661,0.4253
-23.192722732322785,-54.43449416558065,0.1224,0.0963,0.1005,0.0799,0.1256,0.3049,0.3876,0.363,0.047,0.0014,0.3124,0.1683,0.4195
-23.192722732322785,-54.43440429416171,0.1225,0.0983,0.1014,0.0885,0.127,0.2973,0.3755,0.3389,0.0468,0.0014,0.3135,0.1723,0.4045
-23.192722732322785,-54.43431442274277,0.1227,0.0983,0.1019,0.0928,0.129,0.2887,0.3594,0.3203,0.0466,0.0014,0.3152,0.1772,0.3849
-23.192722732322785,-54.43422455132383,0.1228,0.0975,0.1016,0.0875,0.13,0.2869,0.3548,0.3327,0.0465,0.0014,0.3156,0.1789,0.3813
-23.192722732322785,-54.434134679904886,0.123,0.0979,0.1017,0.0891,0.1301,0.291,0.3601,0.3385,0.0464,0.0014,0.315,0.1782,0.3911
-23.192722732322785,-54.43404480848595,0.1231,0.0975,0.1015,0.0906,0.1311,0.2892,0.3576,0.3287,0.0464,0.0014,0.3159,0.1798,0.3905
-23.192722732322785,-54.43395493706701,0.1232,0.0979,0.1031,0.0968,0.1334,0.2791,0.3441,0.3238,0.0463,0.0014,0.3188,0.1846,0.3754
-23.192722732322785,-54.433865065648064,0.1233,0.0997,0.1017,0.1021,0.1344,0.2749,0.339,0.3051,0.0463,0.0014,0.3215,0.1875,0.3694
-23.192722732322785,-54.43377519422913,0.1234,0.1007,0.1036,0.0996,0.1327,0.2826,0.3502,0.3112,0.0463,0.0015,0.3231,0.1869,0.3816
-23.192722732322785,-54.43368532281018,0.1234,0.0996,0.1047,0.0953,0.1309,0.2917,0.3635,0.329,0.0463,0.0015,0.3242,0.1849,0.3958
-23.192722732322785,-54.43359545139125,0.1234,0.0979,0.1035,0.0884,0.1305,0.2985,0.3733,0.3481,0.0465,0.0015,0.3249,0.1813,0.4054
-23.192722732322785,-54.43350557997231,0.1234,0.0982,0.1032,0.0856,0.1306,0.3027,0.3795,0.3551,0.0467,0.0015,0.3254,0.1784,0.4111
-23.192722732322785,-54.43341570855336,0.1234,0.1002,0.1049,0.0925,0.1311,0.3007,0.3769,0.342,0.0469,0.0015,0.3265,0.1798,0.4082
-23.192722732322785,-54.433325837134426,0.1234,0.1007,0.106,0.0949,0.1316,0.2962,0.3707,0.3351,0.0472,0.0015,0.3275,0.1826,0.4017
-23.192722732322785,-54.43323596571548,0.1233,0.099,0.1039,0.0893,0.1312,0.296,0.3706,0.3431,0.0474,0.0015,0.3269,0.1813,0.4024
-23.192722732322785,-54.43314609429654,0.1233,0.0982,0.1018,0.0848,0.1303,0.2984,0.3741,0.3533,0.0476,0.0015,0.3252,0.1777,0.4074
-23.192722732322785,-54.4330562228776,0.1233,0.0984,0.1022,0.0865,0.1296,0.3005,0.3779,0.3552,0.0478,0.0014,0.3242,0.1757,0.4118
-23.192722732322785,-54.43296635145866,0.1232,0.0982,0.1036,0.087,0.1294,0.3025,0.3825,0.3529,0.0479,0.0014,0.324,0.1749,0.4159
-23.192722732322785,-54.43287648003973,0.1232,0.0985,0.1041,0.0856,0.1298,0.3015,0.3811,0.355,0.0479,0.0014,0.3242,0.176,0.4138
-23.192722732322785,-54.43278660862078,0.1231,0.0989,0.1034,0.0887,0.1311,0.2965,0.3713,0.3475,0.048,0.0014,0.325,0.1796,0.4028
-23.192722732322785,-54.43269673720184,0.1231,0.0996,0.1032,0.0937,0.1317,0.2937,0.3653,0.3324,0.048,0.0014,0.3254,0.1813,0.3968
-23.192722732322785,-54.4326068657829,0.123,0.0995,0.1025,0.092,0.1309,0.2957,0.3675,0.331,0.0481,0.0014,0.3248,0.1786,0.4015
-23.192722732322785,-54.43251699436396,0.123,0.0981,0.1021,0.0851,0.1296,0.2997,0.3734,0.3525,0.0482,0.0013,0.3239,0.1756,0.4088
-23.192722732322785,-54.432427122945015,0.123,0.0976,0.1017,0.0816,0.128,0.306,0.3835,0.3689,0.0482,0.0013,0.3231,0.1747,0.4157
-23.192722732322785,-54.43233725152608,0.1229,0.0988,0.1018,0.0841,0.1269,0.3112,0.3922,0.3639,0.0483,0.0013,0.3225,0.1745,0.4208
-23.192722732322785,-54.432247380107135,0.1229,0.0995,0.1033,0.0882,0.1279,0.3086,0.3888,0.3533,0.0484,0.0013,0.3229,0.1745,0.4186
-23.192722732322785,-54.4321575086882,0.1228,0.0996,0.104,0.0897,0.1297,0.3032,0.381,0.3473,0.0485,0.0013,0.3236,0.1743,0.414
-23.192722732322785,-54.432067637269256,0.1228,0.0996,0.1032,0.0857,0.1288,0.3055,0.385,0.3596,0.0486,0.0013,0.3225,0.1718,0.4189
-23.192722732322785,-54.43197776585031,0.1228,0.0985,0.1025,0.0839,0.1261,0.3128,0.3965,0.3679,0.0487,0.0013,0.32,0.1679,0.4297
-23.192722732322785,-54.43188789443138,0.1228,0.0975,0.1025,0.0835,0.1248,0.3168,0.4009,0.3667,0.0487,0.0014,0.3184,0.1664,0.4327
-23.192722732322785,-54.43179802301243,0.1228,0.097,0.1019,0.0825,0.1247,0.3179,0.3987,0.3686,0.0488,0.0014,0.3177,0.1673,0.4283
-23.192722732322785,-54.4317081515935,0.1228,0.0967,0.1019,0.0837,0.1256,0.3135,0.3907,0.3653,0.0488,0.0014,0.3172,0.1691,0.4208
-23.192722732322785,-54.43161828017456,0.1229,0.099,0.1032,0.0867,0.1277,0.3008,0.3736,0.351,0.0489,0.0014,0.3167,0.1719,0.4091
-23.192722732322785,-54.43152840875561,0.123,0.099,0.1026,0.0916,0.1294,0.2934,0.364,0.3313,0.0488,0.0014,0.3163,0.1741,0.4021
-23.192722732322785,-54.43143853733668,0.1231,0.0978,0.1017,0.0909,0.1297,0.2991,0.3728,0.3316,0.0487,0.0014,0.3158,0.1744,0.4049
-23.192722732322785,-54.43134866591773,0.1233,0.0975,0.1015,0.086,0.1298,0.3064,0.3832,0.3505,0.0484,0.0014,0.3154,0.1741,0.4102
-23.192722732322785,-54.43125879449879,0.1236,0.0973,0.1013,0.0832,0.1303,0.307,0.3832,0.3607,0.048,0.0015,0.3152,0.1738,0.4135
-23.192722732322785,-54.43116892307985,0.124,0.0967,0.1013,0.0834,0.1313,0.3058,0.3806,0.3568,0.0474,0.0015,0.3154,0.1738,0.416
-23.192722732322785,-54.43107905166091,0.1245,0.0969,0.1021,0.083,0.1332,0.3073,0.3836,0.3601,0.0467,0.0015,0.317,0.1746,0.4186
-23.192722732322785,-54.43098918024197,0.1249,0.0973,0.103,0.0814,0.136,0.3086,0.387,0.3683,0.0459,0.0015,0.319,0.1767,0.4189
-23.192722732322785,-54.43089930882303,0.1254,0.0972,0.102,0.0832,0.1388,0.3021,0.3778,0.3597,0.0452,0.0015,0.3174,0.1832,0.4064
-23.192722732322785,-54.430809437404086,0.1258,0.1006,0.1038,0.1005,0.142,0.2894,0.3585,0.3274,0.0445,0.0015,0.3132,0.1933,0.3831
-23.192722732322785,-54.43071956598515,0.1262,0.1053,0.1096,0.1168,0.1528,0.2741,0.333,0.2984,0.044,0.0015,0.3127,0.205,0.3547
-23.192722732322785,-54.43062969456621,0.1266,0.1061,0.1052,0.127,0.1729,0.2553,0.299,0.2747,0.0435,0.0014,0.3163,0.2189,0.3189
-23.19280518313177,-54.4392573507845,0.1247,0.1006,0.1031,0.119,0.1503,0.2367,0.2869,0.2612,0.0405,0.0016,0.3073,0.2057,0.3101
-23.19280518313177,-54.43916747936556,0.1251,0.0985,0.1004,0.0974,0.14,0.2429,0.2969,0.29,0.0409,0.0016,0.3,0.1907,0.3284
-23.19280518313177,-54.439077607946615,0.1254,0.0981,0.1015,0.0945,0.1343,0.2527,0.3087,0.3036,0.0413,0.0016,0.3023,0.1849,0.3395
-23.19280518313177,-54.43898773652768,0.1255,0.0981,0.0998,0.0943,0.1305,0.2634,0.3209,0.2993,0.0417,0.0016,0.3074,0.1819,0.3478
-23.19280518313177,-54.438897865108736,0.1256,0.0996,0.1012,0.0909,0.1299,0.2664,0.3254,0.3048,0.042,0.0016,0.3085,0.1795,0.3537
-23.19280518313177,-54.4388079936898,0.1255,0.0989,0.1015,0.0931,0.1317,0.2644,0.3247,0.3127,0.0423,0.0016,0.3077,0.1782,0.357
-23.19280518313177,-54.438718122270856,0.1253,0.0993,0.1001,0.0944,0.1319,0.2643,0.3251,0.3073,0.0425,0.0016,0.3078,0.1787,0.3574
-23.19280518313177,-54.43862825085191,0.125,0.0999,0.1012,0.0964,0.1308,0.2656,0.3261,0.3006,0.0428,0.0016,0.3086,0.1809,0.3549
-23.19280518313177,-54.43853837943298,0.1246,0.1019,0.1024,0.1026,0.1309,0.266,0.3259,0.2937,0.043,0.0016,0.3109,0.1828,0.3534
-23.19280518313177,-54.438448508014034,0.1243,0.0991,0.1018,0.093,0.1327,0.2654,0.3239,0.3044,0.0432,0.0016,0.3149,0.1842,0.3532
-23.19280518313177,-54.43835863659509,0.124,0.0991,0.1018,0.0911,0.1347,0.265,0.3234,0.3144,0.0435,0.0016,0.3185,0.185,0.3552
-23.19280518313177,-54.43826876517616,0.1238,0.1027,0.1063,0.1018,0.1369,0.2654,0.3262,0.3027,0.0438,0.0016,0.3215,0.1848,0.3615
-23.19280518313177,-54.43817889375721,0.1236,0.1033,0.1071,0.1046,0.138,0.266,0.3287,0.299,0.0441,0.0016,0.3219,0.1844,0.3654
-23.19280518313177,-54.43808902233828,0.1234,0.1006,0.1024,0.0974,0.1364,0.267,0.3282,0.3107,0.0443,0.0015,0.3168,0.1858,0.3588
-23.19280518313177,-54.43799915091933,0.1231,0.1008,0.1024,0.0997,0.1338,0.2682,0.3277,0.3063,0.0446,0.0015,0.31,0.1856,0.3519
-23.19280518313177,-54.43790927950039,0.1229,0.1038,0.1065,0.1096,0.1327,0.2691,0.3294,0.2875,0.045,0.0015,0.3058,0.179,0.3568
-23.19280518313177,-54.43781940808145,0.1226,0.1014,0.1021,0.0991,0.1318,0.2712,0.3344,0.3039,0.0453,0.0015,0.3026,0.1692,0.3686
-23.19280518313177,-54.43772953666251,0.1223,0.0943,0.0956,0.0768,0.1281,0.2808,0.3508,0.3527,0.0457,0.0015,0.2999,0.1619,0.3852
-23.19280518313177,-54.437639665243566,0.1219,0.0954,0.0973,0.0763,0.1226,0.2955,0.3748,0.3508,0.0461,0.0015,0.2976,0.1562,0.4054
-23.19280518313177,-54.43754979382463,0.1214,0.097,0.0998,0.0848,0.119,0.3019,0.3835,0.3317,0.0466,0.0015,0.2941,0.1528,0.4115
-23.19280518313177,-54.43745992240569,0.121,0.0975,0.0972,0.0848,0.1171,0.3001,0.3768,0.3326,0.0471,0.0015,0.2891,0.1519,0.403
-23.19280518313177,-54.43737005098675,0.1206,0.0922,0.094,0.069,0.1171,0.2986,0.3742,0.3651,0.0475,0.0015,0.2871,0.1504,0.4016
-23.19280518313177,-54.43728017956781,0.1203,0.0904,0.0941,0.0667,0.1199,0.2983,0.379,0.372,0.0479,0.0015,0.2894,0.1475,0.413
-23.19280518313177,-54.437190308148864,0.1201,0.095,0.0976,0.0803,0.1215,0.2984,0.3821,0.3395,0.0482,0.0015,0.2909,0.1464,0.4183
-23.19280518313177,-54.43710043672993,0.12,0.0968,0.0996,0.0897,0.1193,0.2992,0.3791,0.3178,0.0484,0.0015,0.2888,0.1497,0.4056
-23.19280518313177,-54.437010565310985,0.12,0.0941,0.0974,0.0813,0.1168,0.302,0.3794,0.337,0.0486,0.0015,0.2873,0.1524,0.3979
-23.19280518313177,-54.43692069389204,0.12,0.0919,0.0948,0.0692,0.1167,0.3084,0.3917,0.3706,0.0487,0.0015,0.2898,0.1495,0.4158
-23.19280518313177,-54.43683082247311,0.1202,0.0925,0.0956,0.0693,0.1177,0.3151,0.4056,0.3806,0.0488,0.0015,0.2942,0.1465,0.4387
-23.19280518313177,-54.43674095105416,0.1203,0.0946,0.0983,0.0752,0.1199,0.3186,0.4088,0.3729,0.0488,0.0015,0.2996,0.1504,0.4427
-23.19280518313177,-54.436651079635226,0.1204,0.0963,0.1015,0.0795,0.1225,0.32,0.4062,0.379,0.0488,0.0015,0.3055,0.1575,0.4374
-23.19280518313177,-54.43656120821628,0.1206,0.0968,0.0984,0.0832,0.1232,0.3199,0.4039,0.3713,0.0487,0.0015,0.3093,0.1609,0.4351
-23.19280518313177,-54.43647133679734,0.1208,0.0955,0.1,0.0803,0.1225,0.3182,0.401,0.3631,0.0486,0.0015,0.3114,0.1619,0.4337
-23.19280518313177,-54.4363814653784,0.121,0.0959,0.1001,0.0791,0.1231,0.3116,0.3927,0.3654,0.0484,0.0015,0.3122,0.1638,0.426
-23.19280518313177,-54.43629159395946,0.1213,0.0967,0.0975,0.0815,0.1252,0.299,0.3776,0.3576,0.0481,0.0016,0.3114,0.1669,0.411
-23.19280518313177,-54.43620172254053,0.1215,0.0956,0.099,0.0866,0.1266,0.2909,0.3674,0.3362,0.0478,0.0016,0.3108,0.1697,0.3999
-23.19280518313177,-54.43611185112158,0.1217,0.0965,0.0995,0.0921,0.1267,0.2902,0.3656,0.3221,0.0476,0.0016,0.3107,0.1724,0.3958
-23.19280518313177,-54.43602197970264,0.1219,0.096,0.0979,0.0884,0.1264,0.2912,0.3656,0.3282,0.0474,0.0016,0.3103,0.1738,0.394
-23.19280518313177,-54.4359321082837,0.122,0.0954,0.0969,0.0837,0.1257,0.2916,0.3647,0.3404,0.0472,0.0015,0.3088,0.1727,0.3924
-23.19280518313177,-54.43584223686476,0.1221,0.096,0.0975,0.0851,0.1252,0.2921,0.3642,0.34,0.0471,0.0015,0.3077,0.1714,0.3923
-23.19280518313177,-54.435752365445815,0.1221,0.0965,0.0986,0.0893,0.1259,0.2927,0.365,0.3309,0.047,0.0015,0.308,0.1718,0.3959
-23.19280518313177,-54.43566249402688,0.1221,0.0971,0.0993,0.0906,0.1272,0.2926,0.3651,0.3311,0.0469,0.0015,0.3092,0.1731,0.3993
-23.19280518313177,-54.435572622607936,0.1221,0.0973,0.0998,0.0874,0.1286,0.2894,0.3597,0.3425,0.0468,0.0015,0.3112,0.175,0.3934
-23.19280518313177,-54.435482751189,0.1221,0.096,0.1003,0.0834,0.1299,0.2851,0.3521,0.3505,0.0468,0.0015,0.3135,0.177,0.3833
-23.19280518313177,-54.435392879770056,0.1221,0.097,0.1018,0.0871,0.1296,0.285,0.3524,0.3425,0.0468,0.0015,0.3137,0.1761,0.384
-23.19280518313177,-54.43530300835111,0.122,0.0976,0.1008,0.0936,0.1281,0.2883,0.3594,0.3235,0.0469,0.0015,0.3122,0.1727,0.3935
-23.19280518313177,-54.43521313693218,0.1219,0.0963,0.0995,0.0881,0.126,0.295,0.3697,0.3327,0.0471,0.0015,0.3111,0.1694,0.4035
-23.19280518313177,-54.43512326551323,0.1218,0.0944,0.0992,0.0785,0.123,0.306,0.3841,0.3618,0.0473,0.0015,0.3105,0.1662,0.4144
-23.19280518313177,-54.43503339409429,0.1217,0.0963,0.0999,0.0786,0.1215,0.3128,0.3934,0.3644,0.0475,0.0015,0.3106,0.164,0.4226
-23.19280518313177,-54.43494352267536,0.1217,0.0978,0.1011,0.081,0.1223,0.3117,0.394,0.3568,0.0477,0.0015,0.3118,0.163,0.4262
-23.19280518313177,-54.43485365125641,0.1217,0.0967,0.0999,0.0814,0.1236,0.31,0.393,0.3634,0.0477,0.0015,0.3127,0.1628,0.4282
-23.19280518313177,-54.43476377983748,0.1218,0.0963,0.0994,0.0797,0.1242,0.3124,0.3943,0.3676,0.0476,0.0014,0.3126,0.1629,0.4309
-23.19280518313177,-54.43467390841853,0.1219,0.0969,0.1004,0.0776,0.125,0.3134,0.3935,0.3662,0.0475,0.0014,0.3122,0.1641,0.4305
-23.19280518313177,-54.43458403699959,0.1221,0.0962,0.1005,0.0765,0.1264,0.3073,0.3861,0.3676,0.0473,0.0014,0.3114,0.1674,0.4226
-23.19280518313177,-54.43449416558065,0.1223,0.0959,0.1004,0.0804,0.1281,0.2982,0.3752,0.3539,0.0471,0.0014,0.3107,0.1718,0.4104
-23.19280518313177,-54.43440429416171,0.1225,0.0979,0.1008,0.0912,0.1296,0.2912,0.3639,0.3259,0.0469,0.0014,0.3122,0.1756,0.3977
-23.19280518313177,-54.43431442274277,0.1226,0.0973,0.1011,0.0917,0.1308,0.2858,0.3529,0.3246,0.0467,0.0014,0.315,0.179,0.3851
-23.19280518313177,-54.43422455132383,0.1228,0.0978,0.1024,0.087,0.131,0.2857,0.3505,0.3355,0.0466,0.0014,0.3158,0.1805,0.3831
-23.19280518313177,-54.434134679904886,0.1229,0.0984,0.1015,0.091,0.1303,0.2907,0.3559,0.3329,0.0465,0.0014,0.315,0.1803,0.3907
-23.19280518313177,-54.43404480848595,0.123,0.0978,0.1019,0.092,0.1313,0.2885,0.3534,0.3275,0.0464,0.0014,0.3164,0.1823,0.3879
-23.19280518313177,-54.43395493706701,0.1231,0.1004,0.1033,0.1016,0.135,0.276,0.3391,0.3122,0.0464,0.0014,0.3208,0.1876,0.3701
-23.19280518313177,-54.433865065648064,0.1232,0.1015,0.1034,0.1031,0.1366,0.2705,0.334,0.3003,0.0463,0.0014,0.3244,0.1905,0.3625
-23.19280518313177,-54.43377519422913,0.1233,0.1021,0.1045,0.0995,0.134,0.2795,0.3476,0.3133,0.0464,0.0014,0.3258,0.1891,0.376
-23.19280518313177,-54.43368532281018,0.1234,0.1006,0.1055,0.0936,0.1313,0.29,0.3627,0.3335,0.0464,0.0015,0.3264,0.1863,0.3919
-23.19280518313177,-54.43359545139125,0.1234,0.0985,0.1043,0.0869,0.1306,0.2955,0.3703,0.3501,0.0466,0.0015,0.3263,0.1829,0.4019
-23.19280518313177,-54.43350557997231,0.1234,0.0992,0.1026,0.0871,0.1307,0.2984,0.3741,0.3535,0.0468,0.0015,0.3261,0.1801,0.4079
-23.19280518313177,-54.43341570855336,0.1233,0.1009,0.1037,0.0942,0.131,0.2975,0.3727,0.3395,0.0471,0.0015,0.3266,0.1809,0.4053
-23.19280518313177,-54.433325837134426,0.1233,0.1,0.1055,0.0945,0.1314,0.2948,0.3688,0.335,0.0473,0.0015,0.3273,0.1829,0.3988
-23.19280518313177,-54.43323596571548,0.1232,0.0996,0.1045,0.0895,0.131,0.2956,0.3696,0.3448,0.0476,0.0015,0.3267,0.1813,0.4001
-23.19280518313177,-54.43314609429654,0.1232,0.0995,0.1027,0.0872,0.13,0.2985,0.373,0.3493,0.0478,0.0015,0.3254,0.1776,0.406
-23.19280518313177,-54.4330562228776,0.1231,0.0985,0.1023,0.0871,0.13,0.2989,0.3744,0.3498,0.048,0.0014,0.3248,0.1761,0.4089
-23.19280518313177,-54.43296635145866,0.1231,0.0984,0.1028,0.0883,0.1309,0.2969,0.3739,0.347,0.0481,0.0014,0.325,0.1767,0.4091
-23.19280518313177,-54.43287648003973,0.123,0.0983,0.1039,0.0872,0.1318,0.2942,0.3704,0.3499,0.0481,0.0014,0.3255,0.1786,0.4052
-23.19280518313177,-54.43278660862078,0.123,0.1001,0.1038,0.0932,0.1326,0.2903,0.3624,0.3348,0.0482,0.0014,0.3264,0.1824,0.395
-23.19280518313177,-54.43269673720184,0.1229,0.1001,0.1037,0.0968,0.1328,0.2893,0.359,0.325,0.0482,0.0014,0.3267,0.1841,0.3902
-23.19280518313177,-54.4326068657829,0.1228,0.0999,0.1041,0.0945,0.1319,0.2936,0.365,0.3309,0.0483,0.0014,0.3262,0.1811,0.3971
-23.19280518313177,-54.43251699436396,0.1228,0.0993,0.1034,0.0886,0.1307,0.2992,0.3733,0.348,0.0483,0.0013,0.3253,0.1779,0.4058
-23.19280518313177,-54.432427122945015,0.1227,0.0986,0.1019,0.0849,0.1297,0.3042,0.3808,0.3596,0.0484,0.0013,0.3245,0.1776,0.4103
-23.19280518313177,-54.43233725152608,0.1226,0.0991,0.1024,0.0877,0.1291,0.3079,0.3866,0.3557,0.0485,0.0013,0.3237,0.1779,0.4132
-23.19280518313177,-54.432247380107135,0.1226,0.0995,0.1045,0.0917,0.1297,0.3069,0.3851,0.3477,0.0486,0.0013,0.3233,0.1771,0.4142
-23.19280518313177,-54.4321575086882,0.1225,0.0989,0.1034,0.088,0.1308,0.3041,0.3811,0.3524,0.0488,0.0013,0.323,0.1757,0.4149
-23.19280518313177,-54.432067637269256,0.1225,0.0994,0.1024,0.0831,0.13,0.3072,0.3865,0.3663,0.0489,0.0013,0.3217,0.1729,0.4209
-23.19280518313177,-54.43197776585031,0.1225,0.0985,0.1024,0.0814,0.1277,0.3143,0.3983,0.3698,0.0489,0.0013,0.3196,0.1693,0.4301
-23.19280518313177,-54.43188789443138,0.1225,0.0971,0.1022,0.082,0.1265,0.3172,0.4023,0.3701,0.049,0.0014,0.3184,0.168,0.4309
-23.19280518313177,-54.43179802301243,0.1225,0.0967,0.1025,0.0799,0.1263,0.316,0.3986,0.3728,0.049,0.0014,0.3182,0.1693,0.4229
-23.19280518313177,-54.4317081515935,0.1225,0.0962,0.1024,0.0798,0.1267,0.3112,0.391,0.3704,0.0491,0.0014,0.3178,0.1707,0.415
-23.19280518313177,-54.43161828017456,0.1226,0.0983,0.1032,0.0863,0.1281,0.3006,0.3767,0.3496,0.0491,0.0014,0.3172,0.1722,0.4077
-23.19280518313177,-54.43152840875561,0.1227,0.0984,0.1026,0.0894,0.1285,0.2956,0.3704,0.339,0.0491,0.0014,0.3165,0.1727,0.4054
-23.19280518313177,-54.43143853733668,0.1228,0.0974,0.1014,0.0849,0.1266,0.3042,0.3826,0.3511,0.0489,0.0014,0.3159,0.1711,0.413
-23.19280518313177,-54.43134866591773,0.123,0.0969,0.1014,0.0799,0.1246,0.3138,0.3961,0.3694,0.0487,0.0014,0.3154,0.1689,0.422
-23.19280518313177,-54.43125879449879,0.1234,0.0969,0.102,0.0798,0.1239,0.3145,0.3967,0.3723,0.0482,0.0015,0.3148,0.1667,0.4259
-23.19280518313177,-54.43116892307985,0.1238,0.0975,0.102,0.082,0.1241,0.3123,0.3933,0.3635,0.0476,0.0015,0.3144,0.165,0.428
-23.19280518313177,-54.43107905166091,0.1243,0.0982,0.102,0.0821,0.125,0.3133,0.3954,0.3663,0.0468,0.0015,0.3156,0.1644,0.4321
-23.19280518313177,-54.43098918024197,0.1248,0.0979,0.1031,0.0807,0.1267,0.3142,0.3979,0.373,0.046,0.0015,0.3171,0.1653,0.4344
-23.19280518313177,-54.43089930882303,0.1253,0.0978,0.1031,0.0839,0.1281,0.3075,0.389,0.3604,0.0452,0.0015,0.3142,0.17,0.4222
-23.19280518313177,-54.430809437404086,0.1257,0.1002,0.1046,0.0935,0.1298,0.2946,0.3703,0.3432,0.0445,0.0015,0.3079,0.1781,0.3976
-23.19280518313177,-54.43071956598515,0.1261,0.1011,0.1055,0.0978,0.142,0.2794,0.3441,0.3154,0.0439,0.0014,0.3074,0.1904,0.3676
-23.19280518313177,-54.43062969456621,0.1265,0.1028,0.0996,0.1181,0.1671,0.2606,0.3075,0.2788,0.0433,0.0014,0.3138,0.2079,0.3298
-23.19280518313177,-54.430539823147264,0.1268,0.1107,0.1221,0.1665,0.1828,0.2493,0.2862,0.2577,0.0428,0.0014,0.3188,0.2223,0.3085
-23.19288763394076,-54.4392573507845,0.1247,0.1058,0.1092,0.1307,0.1563,0.2442,0.2924,0.2759,0.0403,0.0016,0.3141,0.212,0.3134
-23.19288763394076,-54.43916747936556,0.1252,0.1012,0.1052,0.11,0.1449,0.2403,0.2939,0.2785,0.0407,0.0016,0.3081,0.1945,0.3201
-23.19288763394076,-54.439077607946615,0.1255,0.1015,0.1038,0.1075,0.1368,0.2474,0.3053,0.282,0.0412,0.0016,0.3076,0.1879,0.3321
-23.19288763394076,-54.43898773652768,0.1257,0.1011,0.1032,0.1043,0.1302,0.2588,0.3202,0.286,0.0415,0.0016,0.3086,0.1848,0.3466
-23.19288763394076,-54.438897865108736,0.1257,0.1001,0.1023,0.0943,0.1288,0.2634,0.3251,0.3072,0.0418,0.0016,0.3084,0.1823,0.3541
-23.19288763394076,-54.4388079936898,0.1256,0.0993,0.1026,0.0915,0.1314,0.2639,0.3235,0.3094,0.0421,0.0016,0.3078,0.1809,0.3565
-23.19288763394076,-54.438718122270856,0.1254,0.1005,0.1019,0.0993,0.1321,0.2642,0.3234,0.2982,0.0423,0.0016,0.3085,0.1808,0.356
-23.19288763394076,-54.43862825085191,0.1251,0.1002,0.1026,0.1005,0.1311,0.2641,0.3243,0.2966,0.0425,0.0016,0.3103,0.1821,0.3523
-23.19288763394076,-54.43853837943298,0.1247,0.1007,0.102,0.1007,0.1311,0.2642,0.3246,0.2964,0.0428,0.0016,0.3129,0.1837,0.351
-23.19288763394076,-54.438448508014034,0.1244,0.099,0.1017,0.0906,0.1328,0.265,0.3239,0.3094,0.043,0.0016,0.3166,0.1858,0.3532
-23.19288763394076,-54.43835863659509,0.1241,0.1009,0.1028,0.0953,0.1348,0.2657,0.3239,0.3125,0.0433,0.0016,0.3193,0.1868,0.3565
-23.19288763394076,-54.43826876517616,0.1239,0.1038,0.1065,0.1056,0.1376,0.266,0.3256,0.2998,0.0436,0.0016,0.3207,0.1858,0.3616
-23.19288763394076,-54.43817889375721,0.1236,0.1025,0.1062,0.1022,0.1392,0.2666,0.3275,0.2987,0.0439,0.0016,0.3197,0.1845,0.3641
-23.19288763394076,-54.43808902233828,0.1234,0.0998,0.1028,0.0952,0.1373,0.2677,0.328,0.3085,0.0442,0.0015,0.3139,0.185,0.357
-23.19288763394076,-54.43799915091933,0.1231,0.1005,0.1036,0.1016,0.134,0.2696,0.3297,0.3018,0.0445,0.0015,0.3067,0.1841,0.3504
-23.19288763394076,-54.43790927950039,0.1228,0.1019,0.1052,0.1058,0.1317,0.2726,0.3353,0.2921,0.0449,0.0015,0.3024,0.1763,0.3581
-23.19288763394076,-54.43781940808145,0.1226,0.0978,0.0994,0.0866,0.1293,0.2771,0.3444,0.3248,0.0452,0.0015,0.2996,0.1652,0.3738
