N,P,K,Ca,Mg,S,B,Cu,Fe,Mn,Zn,Mo,Ni,Al,Se,Si,Na,Va,DRIS_N,DRIS_P,DRIS_K,DRIS_Ca,DRIS_Mg,DRIS_S,DRIS_B,DRIS_Cu,DRIS_Fe,DRIS_Mn,DRIS_Zn,IMS,IBN
9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0,9455.0
53.112613090639044,4.038377241101286,22.108031191808983,10.90743633123553,4.263378352190564,2.859858657646296,48.07240394385588,8.793964985604395,139.02084528384046,74.67256423963536,31.021046665331582,2.4256699605654495,0.7838643164496956,164.6799760015161,2.3653605910439044,953.5947229021144,31.105164316317307,0.5552505438448584,-0.31965942909425077,0.36667402510025265,0.23388044600560692,0.34308817490129895,1.2007362081133415,0.02047846688153322,0.5953004419468876,-3.8670340977741224,1.6285860888845463,0.43954688948172443,-0.4169222712126223,-0.2420337056858262,9.895732237585001
2.6586246881920843,0.17441810418905968,1.4600955939002045,0.41311525726827736,0.040157424593813947,0.14884277195077264,1.103751644762538,0.5275089902351248,11.386885731779055,4.062352893100478,2.308114364532197,0.2648384138607209,0.08133748464799986,19.431766448984302,0.6861875680567495,67.0487689692977,5.020101731230869,0.06692776244885008,0.15379126159858517,0.10782989665780685,0.2460765508450454,0.16364793902546743,0.22870472518118126,0.08858065301977387,0.1801756233729563,0.3453379847932483,0.4748836610601115,0.13698239328683506,0.12427394010399669,0.06942402981782453,0.9670838099154258
41.926500969491244,3.6261884682885523,19.247816150710324,9.811922207236751,4.103770249749695,1.8558096105493145,44.39562593339931,7.6850400411262525,112.37288203239214,64.34272276321514,24.709221121098754,1.0400657742664063,0.5911197998737638,135.87985289122156,0.8836803108645617,783.0797024136355,22.71187095038676,0.3963397361271403,-0.9955855174980155,-0.03288637083912256,-0.3168164552172915,-0.08543663237307726,0.7813514972074439,-0.17865687120668358,0.16275618286671925,-4.691558060177599,0.7594518343683968,0.19397247391525374,-0.7612926029840998,-0.4279642856976425,7.7224181983295805
52.82306052469731,3.9058390638309692,20.95031276117347,10.62072917157931,4.242729089823433,2.8042166236905537,47.53721672772759,8.456505764758875,129.7303580157616,71.73000657015828,29.22687784386737,2.2825688698272595,0.721636967141623,148.08518560827832,1.8176643319959016,915.9959775708793,26.914336531692562,0.5135634741321307,-0.33788079406162874,0.30392491287202317,0.0637735439436997,0.2312276357960284,1.0149078210629057,-0.053151437247416465,0.4680512483012853,-4.081733314291446,1.275405369492923,0.33730591184541214,-0.5177320187537413,-0.2803212377514217,9.20150232407974
53.622726891336846,3.999503632525682,21.858563685811426,10.954173008337653,4.261003270984033,2.859449841383968,48.286715304769565,8.674319769390353,138.7517486248011,74.56362104571207,31.624097259695407,2.418218209389564,0.7804768369458341,162.27402918126876,2.3904357432839913,975.7027967448206,29.87701570870226,0.542182618343335,-0.28253400474997925,0.36546979297325494,0.26668394065678214,0.38941089383763966,1.1698301908831865,0.02676913619695496,0.6285586387023823,-3.918621608638113,1.5957855716153173,0.43399373917017836,-0.3931380551221151,-0.2371240290734769,9.897402850084633
54.50444594125448,4.158502503896757,23.420530066772955,11.21352595333815,4.285919805544033,2.9422782094331406,48.84712834140952,9.084725068606257,147.44937421571,77.1226468742464,32.93138508903007,2.562683249324948,0.8440049355359336,175.58809721931152,2.934397955933335,997.7606415937903,34.28817648998938,0.6008332418944422,-0.22768475279673092,0.43028501104961064,0.41682948092431804,0.4745810723343966,1.3894577172904274,0.09195292619996485,0.7469342745695084,-3.6548742001792665,1.9582353833097341,0.5207264981424455,-0.3176491192093084,-0.19229606345904302,10.633541227628008
54.76120639533571,4.2013303776176,23.59216201641385,11.270449921667149,4.291363935072506,2.9658367744464695,48.988269053117584,9.20657431785858,148.80154639670772,77.82339274202864,33.185469885937216,2.6051907301177804,0.8586098307034054,179.62355853780895,3.030543757362029,1003.7083142186266,35.31963362021835,0.6097127209775178,-0.21370185164572866,0.44989251967462857,0.44693832513253035,0.487310875744093,1.4272266560938622,0.102960304587944,0.7592785189664094,-3.5720170353612044,2.054231822970566,0.543478177107847,-0.3002781814915323,-0.1776485295215478,10.7599739365336
55.056079995958186,4.255393105064358,23.76747219886155,11.364187551888989,4.297470113964525,2.9907994520012826,49.1371723668268,9.367987935144994,150.72573761539425,78.66319394870887,33.47360194357689,2.657901782449268,0.8738888962073955,187.45800845371636,3.1141591456601785,1010.2303891804964,36.52242896431226,0.6212509442003636,-0.1981268470224449,0.4765453460857665,0.47243451922003216,0.49924497289172354,1.4685370530975788,0.11531811500192427,0.7733922605906474,-3.4768219099109863,2.167362987110754,0.5716751506614981,-0.28215724847713114,-0.16322813913386608,10.915062608234372
55.36735191158118,4.3080143567163285,24.069660564442884,11.451302497246807,4.306904892897686,3.016711929619196,49.29147350278663,9.589188122414347,153.35521924654174,79.85950923838928,33.789826432601444,2.726425575747775,0.8908735664253514,194.17481673164008,3.2071360275066385,1016.150336605283,38.35146919353687,0.6450102514685127,-0.18443031561445647,0.5112240356077218,0.5323491579009941,0.5164958078071602,1.5169287012459076,0.12938544917085099,0.7947711331195303,-3.3657168581552854,2.301282488473443,0.6123172540965206,-0.2627345571270548,-0.1490275928309367,11.173450676899584
