,latitude,longitude,B01.tiff,B02.tiff,B03.tiff,B04.tiff,B05.tiff,B06.tiff,B07.tiff,B08.tiff,B8A.tiff,B09.tiff,B11.tiff,B12.tiff,N,P,K,Ca,Mg,S,B,Cu,Fe,Mn,Zn,Mo,Ni,Al,Se,Si,Na,Va,DRIS_N,DRIS_P,DRIS_K,DRIS_Ca,DRIS_Mg,DRIS_S,DRIS_B,DRIS_Cu,DRIS_Fe,DRIS_Mn,DRIS_Zn,IMS,IBN
4808,-22.32294433296796,-52.66696992832095,0.0217,0.0224,0.0485,0.0187,0.0784,0.4751,0.6416,0.6393,0.6614,0.6577,0.2656,0.1208,46.86559904739427,5.055200721829335,16.9065,7.635929310538627,2.6654999974134093,1.8017165216529856,30.78549999999997,8.968000000000307,127.47969661873002,84.41167017533158,40.16500477427362,1.2013296153330406,1.7839999839625542,118.56152511374442,3.9787441967661903,1069.709012773956,13.19060433168304,0.2307501138581233,-0.2762340538030723,1.784556193101633,-0.4020569271056485,-0.4735000033040454,-0.4449876253062565,-1.3078522581118344,-0.6425000712828288,-2.346308360020156,1.7880000000004668,1.2159054997133574,0.5256098397377473,0.4072318519433998,12.191159246898795
4828,-22.32294433296796,-52.66517249994214,0.0207,0.0228,0.0489,0.0178,0.0804,0.4761,0.6378,0.636,0.6647,0.6657,0.2653,0.1226,47.40397777700096,5.249781226068056,16.9065,7.551751580672863,2.6655000362881256,1.801776027682109,30.78549999999997,8.968000000000302,127.78338690128312,82.42609180384147,39.45411981055942,1.2165276287266236,1.7839999428217608,118.674858157886,3.9356517794252417,1051.802184933268,14.518092146845664,0.2293056740127698,-0.2232028042176262,1.9769057087625772,-0.3400549476427042,-0.4735000057971044,-0.3689617655153908,-1.3092377343015975,-0.6425001876590007,-2.5356919025711866,1.7880000000006124,1.1282569297211404,0.5235006892611748,0.4131428044467745,12.219736589132989
6969,-22.324686890516045,-52.67236221345738,0.0208,0.0227,0.049,0.0208,0.0828,0.4642,0.6206,0.6115,0.6441,0.6499,0.2582,0.1198,45.71375207846505,5.471302637087401,16.9065,7.732023637924953,2.66549994772762,1.8014594840029563,30.78549999999997,8.967999999999144,122.02057017597804,88.59441846805038,41.01426729467122,1.3490664399422212,1.7840000328324217,113.54895931414056,4.707339095246806,1171.232134757391,17.043622602699863,0.2091002903426378,-0.2647699514113752,2.243703150468958,-0.3754020546219619,-0.4734999918080633,-0.2099729996483292,-1.2828160799806674,-0.6424995282234418,-3.005600490541417,1.787999999998995,1.4857347968954735,0.6803944953649594,0.5063468717319868,11.924475657150102
6989,-22.324686890516045,-52.67056478507857,0.0215,0.0215,0.0493,0.0184,0.0783,0.4589,0.6111,0.6126,0.6383,0.634,0.2507,0.1158,45.79443392082384,5.184753558936834,16.9065,7.67861207032397,2.6654999038854177,1.8015798515953976,30.78549999999997,8.967999999999183,122.74429117057726,88.71350199809503,41.01103020204263,1.6851439906307353,1.784000022741985,114.16258712138152,4.420310078468222,1161.2943158233977,17.067835618917854,0.2088727250946063,-0.2636190375829674,2.1174908595184427,-0.4280816929410173,-0.4734999938349139,-0.2929846829001113,-1.2859732562476878,-0.6424998006105703,-2.951557029392202,1.7879999999992555,1.5985377251284687,0.7723934524991277,0.5040999546478727,12.015454432672328
7009,-22.324686890516045,-52.66876735669975,0.0226,0.0259,0.0548,0.0347,0.0915,0.4108,0.5255,0.5027,0.5509,0.5773,0.2454,0.126,45.87003532838261,5.170408424617966,16.9065,7.6713595017291025,2.6654999402519954,1.8017543179023277,30.78549999999997,8.967999999999414,124.03577499317758,87.15909948803338,40.95001491544944,1.6095302239166742,1.7840000071204891,115.1058452754595,4.197881755412295,1130.3343637597898,15.34928685811948,0.2112436368792004,-0.2936589402419555,2.0476964140448213,-0.4682282013143947,-0.4734999963227972,-0.3267166148280634,-1.2915477639009627,-0.6424999217117123,-2.8719030226844344,1.7879999999996463,1.499526602935373,0.7443806559457237,0.4633219481733066,12.099802126526397
7029,-22.324686890516045,-52.66696992832095,0.0205,0.0224,0.0483,0.0177,0.0728,0.4309,0.576,0.603,0.5988,0.6009,0.2293,0.1083,46.498727305065,5.1002800024512736,16.9065,7.643828590153203,2.665500012814119,1.8018160610130376,30.78549999999997,8.967999999999765,125.59449683489385,83.77082041816004,40.335843977176665,1.4997326236272224,1.7839999640631845,116.35283418227274,4.158435188450436,1085.4763733162567,17.083178757029348,0.2165787354586128,-0.283165020789638,1.8165278198613093,-0.3050646138492137,-0.4734999998387046,-0.3587024451593414,-1.3001458809461162,-0.6425001093911066,-2.322099096070652,1.788000000000089,1.1995956029000268,0.545683799390346,0.4019372058129571,12.162762867561296
7049,-22.324686890516045,-52.66517249994214,0.0188,0.0162,0.0377,0.0139,0.062,0.3764,0.5034,0.4729,0.5202,0.6288,0.2095,0.0913,46.29996314353323,5.524848579418212,16.9065,7.55474234551651,2.6655000464400542,1.801887916182661,30.78549999999997,8.967999999999765,125.93702663257902,81.06650603159818,39.134195643228615,1.5102477412329285,1.783999928324165,116.52014657245203,3.925215400367975,1068.1986250314626,28.697619549002507,0.2179998728917914,-0.2850790051555358,2.2142627738359373,-0.1909083685895276,-0.4735000022633369,-0.2471334935191474,-1.2998904555304218,-0.6425001973454734,-2.9477661909498067,1.7880000000002223,1.0686542683692082,0.5113066101603227,0.4385520133764126,12.182423849206067
8866,-22.326512403653776,-52.67056478507857,0.0206,0.0222,0.049,0.0204,0.0808,0.4499,0.6014,0.596,0.6239,0.6297,0.2486,0.1167,45.834831744014814,5.37212608719132,16.9065,7.656018880291086,2.6654998858506587,1.8016124076129232,30.78549999999997,8.967999999998781,121.74330692772917,88.06963773124124,40.15459875711464,1.3414420808773424,1.7840000242843856,113.09915917372854,4.388199057008826,1156.1538051458426,21.34638652543773,0.2004662411051667,-0.2459951269425881,2.253114677573586,-0.3483870932935384,-0.473499992400441,-0.2775270856623786,-1.2828881915130448,-0.6424997173636332,-3.166531827949756,1.787999999999092,1.5840386619385438,0.6347377013774741,0.4956821173088374,12.02071772434013
8886,-22.326512403653776,-52.66876735669975,0.0205,0.0232,0.0502,0.0194,0.0803,0.4661,0.6266,0.627,0.6512,0.6563,0.2616,0.1237,45.2957650126754,5.4698126723519165,16.9065,7.622238707782686,2.665499910349216,1.8017318383713137,30.78549999999997,8.967999999998908,122.56245874961805,85.39338686358734,40.06949267899639,1.4035482832629758,1.783999998352224,113.57769406881155,4.354901140467429,1132.3187584486132,21.33837753786145,0.2009769279506921,-0.3143730676133862,2.2873548649518765,-0.2738844704335382,-0.4734999944259203,-0.2735851925390609,-1.2862381707077584,-0.6424998281657668,-3.004311488680408,1.78799999999936,1.4027812355301008,0.6566091970504496,0.4863860566640154,12.080236822265832
8906,-22.326512403653776,-52.66696992832095,0.0212,0.0231,0.0525,0.0202,0.083,0.4797,0.6394,0.6405,0.667,0.6703,0.2724,0.1294,45.6541356264092,5.677567861365448,16.9065,7.567880757181568,2.665499990809999,1.8019265949009644,30.78549999999997,8.967999999999114,123.6672340978103,82.4180105610773,40.21767565922829,1.9254827608628555,1.7839999591604467,114.24038402787968,4.088523067732579,1110.055783690181,28.74428809263585,0.2033457344146565,-0.3027976208486951,2.38735136180952,-0.2747857181607412,-0.4734999977128304,-0.2178299035791821,-1.2891053912324208,-0.6424999745397928,-3.2795831411177705,1.787999999999674,1.1678648818944777,0.7080075744367993,0.4563368093702803,12.128265755762362
